result,table,_start,_stop,_time,_value,_field,_measurement,building,floor,measuring,name
_result,0,2024-02-24 14:14:59.657346+00:00,2024-03-25 14:14:59.657346+00:00,2024-03-23 21:15:00+00:00,46.24400000000001,current_a,power_meter,9,1,hvac,meter 2
_result,0,2024-02-24 14:14:59.657346+00:00,2024-03-25 14:14:59.657346+00:00,2024-03-23 21:30:00+00:00,45.75333333333334,current_a,power_meter,9,1,hvac,meter 2
_result,0,2024-02-24 14:14:59.657346+00:00,2024-03-25 14:14:59.657346+00:00,2024-03-23 21:45:00+00:00,44.885999999999996,current_a,power_meter,9,1,hvac,meter 2
_result,0,2024-02-24 14:14:59.657346+00:00,2024-03-25 14:14:59.657346+00:00,2024-03-23 22:00:00+00:00,47.27066666666667,current_a,power_meter,9,1,hvac,meter 2
_result,0,2024-02-24 14:14:59.657346+00:00,2024-03-25 14:14:59.657346+00:00,2024-03-23 22:15:00+00:00,44.864000000000004,current_a,power_meter,9,1,hvac,meter 2
_result,0,2024-02-24 14:14:59.657346+00:00,2024-03-25 14:14:59.657346+00:00,2024-03-23 22:30:00+00:00,45.52133333333333,current_a,power_meter,9,1,hvac,meter 2
_result,0,2024-02-24 14:14:59.657346+00:00,2024-03-25 14:14:59.657346+00:00,2024-03-23 22:45:00+00:00,47.314,current_a,power_meter,9,1,hvac,meter 2
_result,0,2024-02-24 14:14:59.657346+00:00,2024-03-25 14:14:59.657346+00:00,2024-03-23 23:00:00+00:00,44.751333333333335,current_a,power_meter,9,1,hvac,meter 2
_result,0,2024-02-24 14:14:59.657346+00:00,2024-03-25 14:14:59.657346+00:00,2024-03-23 23:15:00+00:00,44.341333333333324,current_a,power_meter,9,1,hvac,meter 2
_result,0,2024-02-24 14:14:59.657346+00:00,2024-03-25 14:14:59.657346+00:00,2024-03-23 23:30:00+00:00,47.49733333333334,current_a,power_meter,9,1,hvac,meter 2
